Nom,Viet
况𫢩包𦬑垃塘姻緣,Huống nay bao nợ khắp đường nhân duyên
鱼浪辞謝𠖈船,Ngư rằng từ tạ xuống thuyền
武公䀡𧡊𢚸煩悶台,Võ Công xem thấy lòng phiền muộn thay
雲仙𤽗唉𡎢低,Vân Tiên ngươi hãy ngồi đây
朱些阻吏𡢐尼料󰝺,Cho ta trở lại sau này liệu toan
公浪媒唉瓊荘,Công rằng: Mụ hỡi Quỳnh Trang
共𱺵愛女彩鵉世芇,Cũng là ái nữ Thể Loan thế nào
默悲󰝺料𫜵牢,Mặc bay toan liệu làm sao
本空押𡞕理芇押昆,"Vốn không ép vợ, lẽ nào ép con"
鵉浪𨃴䚂如𪳔,Loan rằng: Gót đỏ như son
𠸗𫢩埃𦬑󰝡墫󰡎𡎛,Xưa nay ai nỡ đem chôn dưới bùn
埃朱𣔥楔𤯭共榴梨,Ai cho chanh khế sánh cùng lựu lê
𧯶󰝡𨉓玉預㘛武夫,Há đem mình ngọc dựa kề vũ phu
壻𱏧固壻𥊖瞙世尼,Rể đâu có rể đui mù thế nay
𦖻𦖑𠊛呐会尼,Tai nghe người nói hội này
些油悶結𡢽爺,Ta dầu muốn kết sui gia
户王户武𠬠茄買𠰮,"Họ Vương, họ Võ một nhà mới xinh"
公浪悶論𭛣𨉓,Công rằng: Muốn trọn việc mình
排󰝺𠬠斫弋情朱衝,Bày toan một chước dứt tình cho xong
荘浪𦖑𡶀倉松,Trang rằng: Nghe núi Thương tùng
固𡎟深匕莂蓬坤𦋦,Có hang thăm thẳm bịt bùng khôn ra
東城𠦳淡群賖,Đông thành ngàn dặm còn xa
󰝡払捕妬埃麻別𱏧,Đem chàng bỏ đó ai mà biết đâu
䏾核𦝄㐌拮頭,Bóng cây trăng đã cất đầu
武公𦋦畧誘払,Võ công ra trước dỗ chàng
𠖈船朱𥙩迻郎東城,Xuống thuyền cho lấy đưa sang Đông thành
𦋦𠫾皮𣅶散更,Ra đi vừa lúc tam canh
𢩮𠓨𧯄𱍸補仃雲仙,Dắt vào hang ấy bỏ đành Vân Tiên
補耒練匕𨀈連,Bỏ rồi lén lén bước liền
𠖈核𢴿桂措船㐌賖,Xuống cây chèo quế tách thuyền đã xa
仙浪各注迻些,Tiên rằng: Các chú đưa ta
功恩吀旦圭茄仕咍,Công ơn xin đến quê nhà sẽ hay
𢭄𢚸篤論討𣦍,Cậy lòng dốc trọn thảo ngay
𠬠畨朱塊𠦳㝵庒涓,"Một phen cho khỏi, ngàn ngày chẳng quên"
咏𦖻㗂呐𠄩边,Vẳng tai tiếng nói hai bên
冲𡎟沁最𥒥󰲵質重,Trong hang tăm tối đá phên chất chồng
雲仙欺𧘇咳䧺,Vân Tiên khi ấy hãi hùng
𢪀𦋦買別武公害𨉓,Nghĩ ra mới biết Võ công hại mình
𡦂緣到啅𡦂情対𢭂,"Chữ duyên tráo chác, chữ tình đổi trao"
計𦋦灾𮥷掣包,Kể ra tai nạn xiết bao
買𨕭塊𣷷吏𠓨冲𧯄,"Mới lên khỏi biển, lại vào trong hang"
𦀊愁埃窖同王,Dây sầu ai khéo đồng vương
另尼䋥兎﨤塘𣷭橷,Lánh nơi lưới thỏ gặp đường bể dâu
冲𧯄畧乙𡢐囂,Trong hang trước hắt sau hiêu
悶𦋦朱塊埃𢴿些𠫾,Muốn ra cho khỏi ai dìu ta đi
喂傕身体群夷麻󰝺,Ôi thôi thân thể còn gì mà toan
㐌停賖𡎝人間,Đã đành xa cõi nhân gian
店𣅘𦰟𩙌𠺙𱪵,Đêm khuya ngọn gió thổi lò
霜𢒎洛達𦣰孤冷𫥌,"Sương bay lác đác, nằm co lạnh lùng"
五更𠹾𣳔匕匕,Ngũ canh chịu khát ròng ròng
如𠀧风茦拖𢚸歆枚,Nhờ ba phong thuốc đỡ lòng hôm mai
買咍事六雲仙,Mới hay sự Lục Vân Tiên
共饒𢴿𢩮調連阻𦋦,Cùng nhau dìu dắt đều liền trở ra
塊𧯄𠬠淡㐌賖,Khỏi hang một dặm đã xa
雲仙群唉聀燶迷曼,Vân Tiên còn hãy giấc nồng mê man
老樵粓𫋻産床,Lão tiều cơm gói sẵn sang
󰉺枚捇鈽𠫾昂𠓨棱,Sớm mai xách búa đi ngang vào rừng
𦋦𠫾皮𧡊𨁪蹎𨀈𠓨,Ra đi vừa thấy dấu chân bước vào
喂傕𤜯扒𠊛芇,Ôi thôi cọp bắt người nào
𠊛芇𤜯扒󰝡𠓨底低,Người nào cọp bắt đem vào để đây
吁𩲉吁魄老尼,Hú hồn hú phách lão này
迻猪𡮇姅扽核𧵆耒,Đi chưa chút nửa đốn cây gần rồi
雲仙𠬠聀𣃣耒,Vân Tiên một giấc vừa rồi
侈𦖑㗂呐亘𡎢𨱽呌,Xẩy nghe tiếng nói gắng ngồi dậy kêu
老樵𦖑㗂埃呌,Lão Tiều nghe tiếng ai kêu
真𨃝庒恪如𨅹𨖲核,Chân dò chẳng khác như trèo lên cây
𣃣𨁏𣃣𨀺𣃣𪡔,Vừa bò vừa lết vừa la
畨尼莫沛禍魔害𫅷,Phen này mắc phải hoạ ma hại già
仙浪碎本𠊚些,Tiên rằng: Tôi vốn người ta
爲蒸莫𮥷買𦋦世尼,Vì chưng mắc nạn mới ra thế này
語𥉩量𢌌高苔,Ngửa trông lượng rộng cao dày
救碎𠬠𣅶恩󰟴再生,Cứu tôi một lúc ơn tày tái sinh
老樵欺意歇驚,Lão Tiều khi ấy hết kinh
吏𧵆連哙事情買咍,Lại gần liền gọi sự tình mới hay
郑𢚸傷細𠊚𣦍,Trạnh lòng thương tới người ngay
尼又迻老𢩮𢬣𧗱茄,Này này đưa lão dắt tay về nhà
仙浪𩛜㐌㤕車,Tiên rằng: Đói đã xót xa
𫢩它𠯿𣇊庄和味之,Nay đà sáu bữa chẳng hòa mùi chi
吏添𫫵列四支,Lại thêm lũ lượt tứ chi
悶𠫾蹺妬麻𠫾坤移,Muốn đi theo đó mà đi khôn dời
老樵底仰𥶄𥯒,Lão tiều đây ngửa nón tơi
嗎𦋦粓𫋻𨑮勸雲仙,Mở ra cơm gói mời [khuyên] Vân Tiên
冲𨉓咹㕵㐌安,Trong mình ăn uống đã yên
老𦋦飭孟󰲶仙𧗱茄,Lão ra sức mạnh cõng Tiên về nhà
塊棱𦋦細頭塘,Khỏi rừng ra tới đầu đường
埋𱏧侈﨤𠬠払漢明,May đâu xẩy gặp một chàng Hớn Minh
老樵栗達奔呈,Lão tiều lật đật bôn trình
漢明蹺哙事情𠬠欺,Hớn Minh theo hỏi sự tình một khi
雲仙𦖑㗂故知,Vân Tiên nghe tiếng cố tri
姅𢜠姅𢜝姅衣分𨉓,Nửa mừng nửa sợ nửa e phận mình
明浪𫢩哙人兄,Minh rằng: Nay hỏi nhân huynh
㨿牢𢧚浽身形世尼,Cớ sao nên nỗi thân hình thế nỉ
仙浪庄掣呐之,Tiên rằng: Chẳng xiết nói chi
身尼芇固恪之𣘃㵢,Thân này nào có khác gì cây trôi
泠汀𫕲摺㳥洡,Lênh đênh gió dập sóng dồi
𱢝滝枚𣷷𱥯囬𱽇𮥷,"Rày sông mai biển, mấy hồi gian nan"
明浪低苦哙㗍,Minh rằng: Đây khó hỏi han
𠓨厨些仕論盘󰠃饒,Vào chùa ta sẽ luận bàn cùng nhau
樵浪庄呵呐𥹰,Tiều rằng: Chẳng há nói lâu
𠓨棱扽桧半𱢝𢄂番,Vào rừng đốn củi bán rày chợ phiên
漢明蹺哙𥛉連,Hớn Minh quỳ gọi lạy liền
恩翁救鄧雲仙姅𠸖,Ơn ông cứu đặng Vân Tiên bạn lành
尼𠄩月泊冲𨉓,Nay hai lạng bạc trong mình
碎吀报答𱐟情朱翁,Tôi xin báo đáp chút tình cho ông
樵浪些本庄用,Tiều rằng: Ta vốn chẳng dung
𠬠𨉓嗷喭𧀒松𣋚枚,Một mình ngao ngán non tùng hôm mai
沁𢚸庄悶𧵑埃,Tấm lòng chẳng muốn của ai
伴𤿤󰠃貝鹿麋,Bạn bè cùng với lộc mê
𣌋𠫾猿逴最𧗱兎迻,Sớm đi vượn rước tối về thỏ đưa
默油𩛷𩛜𩛷𩛂,Mặc dầu bữa đói bữa no
埃垠隊𦬑埃𡐚扒搜,Ai ngăn đòi nỡ ai ngừa bắt sưu
冲𨉓領𭛣公侯,Trong mình lĩnh việc công hầu
𣋚枚𡽫嶺默油盃醝,Hôm mai non lĩnh mặc dầu bữa say
雲仙𦖑別𠊛𣦍,Vân Tiên nghe biết người ngay
𠳨𠽄𠸜户防𣈗𡊰恩,Hỏi thăm tên họ phòng ngày đền ơn
仙明𠄩𡥚調𧗱庵𩄲,"Tiên, Minh hai gã đều về am mây"
仙浪㐌﨤科尼,Tiên rằng: Đã gặp khoa này
明浪𠸗篤𠖈詩,Minh rằng: Xưa dốc xuống thi
﨤饒庙宇調𠫾𠬠吝,Gặp nhau miếu vũ đều đi một lần
英時回貫省親,Anh thì hồi quán tỉnh thân
㛪芒劄册畧吝𦋦京,Em mang tráp sách trước lần ra kinh
𠫾𣃣細郡鵉灵,Đi vừa tới quận Loan Linh
﨤昆知府鄧生𱺵払,Gặp con Tri phủ Đặng Sinh là chàng
𢀭郎涓退荒堂,Giàu sang quen thói hoang đường
碎卞浽陣𠬠欺,Tôi bèn nổi giận một khi
勿払𠖈妬𢯏𠫾𠬠𨃝,Vật chàng xuống đó bẻ đi một giò
𨉓𫜵𨉓底埃𢗼,Mình làm mình để ai lo
碎卞破獄尋塘𧗱低,Tôi bèn phá ngục tìm đường về đây
𣃣埋吏﨤厨尼,Vừa may lại gặp chùa này
雲仙𦖑呐郑傷,Vân Tiên nghe nói trạnh thương
調排各𭛣𱽇𮥷冲𨉓,Đều bày các việc gian nan trong mình
漢明𦖑呐動情,Hớn Minh nghe nói động tình
𬑉沙紇淚如瓶渃迎,Mắt sa hạt lệ như bình nước nghiêng
仙浪𢖵桧松天,Tiên rằng: Nhớ cội tùng thiên
索高歲𡘯𠹾煩劳刀,Xác cao tuổi lớn chịu phiền lao đao
𥉩昆如󰠩𥉩𬁖,Trông con như cá trông sao
𨉓尼𧯶易方芇別𱏧,Mình này há dễ phương nào biết đâu
𠬠彙巾󰺔𩂏頭,Một vầng khăn trắng che đầu
顕荣渚𧡊顕荣,Hiển vinh chưa thấy hiển vinh
想𦋦如割𦛌肝,Tưởng ra như cắt ruột gan
想包饒吏渚滇隊吝,Tưởng bao nhiêu lại chứa chan đôi lần
明浪𠊚於冲𱖦,Minh rằng: Người ở trong trần
固欺富貴固吝𱽇𮥷,"Có khi phú quí, có lần gian nan"
𥰊高鐄別歲鐄,Thấp cao vàng biết tuổi vàng
﨤欺焒䚂牟強添稽,Gặp khi lửa đỏ màu càng thêm ghê
悲除英渚倍𧗱,Bây giờ anh chớ vội về
於低𢭗𤍇󰝺皮茦湯,Ở đây nương náu toan bề thuốc thang
包除歇𣅶灾𮥷,Bao giờ hết lúc tai nan
󰝡饒些仕立塘功名,Đem nhau ta sẽ lập đường công danh
𨅸頭士子共荣𠇍𠁀,Đứng đầu sĩ tử cũng vinh mấy đời
𢧚庄固坦固𡗶,Nên chăng có đất có trời
𦋦𢬣康濟役𠁀共衝,Ra tay khang tế việc đời cũng xong
雲仙欺意安𢚸,Vân Tiên khi ấy an long
武公𥙩𭛣詐貞,Võ công lấy việc trớ trênh
𢩮情户六結情户王,Dứt tình họ Lục kết tình họ Vương
計自𡎟瀋害払,Kể từ hang thẳm hại chàng
彩鵉仃胣𢚸強添盃,Thái Loan đành dạ lòng càng thêm vui
㝵匕荘点粉𥅦,Ngày ngày trang điểm phấn mày
防欺﨤𱠆𨅸𡎢朱吹,Phòng khi gặp gỡ đứng ngồi cho xuôi
丿𱏧子直𣃣𧗱,Phút đâu Tử Trực vừa về
𠓨茄户武探皮雲仙,Vào nhà họ Võ thăm bề Vân Tiên
公浪汝浽雲仙,Công rằng nhớ nỗi Vân Tiên
奴㐌臨病黄泉賖制,Nó đà lâm bệnh hoàng tuyền xa chơi
傷払分泊於𠁀,Thương chàng phận bạc ở đời
共爲月老車𦀊𥿗紅,Cũng vì nguyệt lão se dây chỉ hồng
𦖑戈子直動𢚸,Nghe qua Tử Trực động lòng
𠄩行渃𬑉𣳔匕如湄,Hai hàng nước mắt ròng ròng như mưa
𱻊它結𱻊情渚訴情,"Nghĩa đà kết nghĩa, tình chưa tỏ tình"
𡗶牢𦬑害𠊚苓,Trời sao nỡ hại người lành
榜鐄渚占眉𣛟㐌𱱊,Bảng vàng chưa chiếm mày xanh đã mòn
共㛪渚特𱡴𧷺,Cùng em chưa được vuông tròn
𠊚苓辰𠅍些群爫之,Người lành thì mất ta còn làm chi
冲𠁀𱥯幅己知,Trong đời mấy bậc kỉ tri
公浪些共𢢇󰠐,Công rằng: Ta cũng tủi thầm
𢢇緣昆𥘷瑟琴𱠎揚,Tủi duyên con trẻ sắt cầm dở dang
崔匕妬渚咀嘆,Thôi thôi đó chớ thở than
低它併特𠬠塘叱咍,Để đà tính được một đàng rất hay
細低辰於吏低,Tới đây thì ở lại đây
防欺󰉺最𠓨𦋦,Phòng khi sớm tối vào ra
𧡊王子直共𱺵雲仙,Thấy Vương Tử Trực cũng là Vân Tiên
直浪𱺵𱻊筆𡥵,Trực rằng: Là nghĩa bút con
英㛪畧㐌結願󰠃饒,Anh em trước đã kết nguyền cùng nhau
姉妯㛪伴固𱏧𥐧饒,Chị dâu em bạn có đâu lỗi nhiều
庒咍𠊚𭓇𱏺之,Chẳng hay người học sách chi
呐𦋦仍傳異奇苦𦖑,Nói ra những chuyện dị kỳ khó nghe
咍𱺵𭓇𠺙渃󰟴,Hay là học thói nước Tề
武公󰘚𪖫暢珍,Võ công mặt mũi sướng trân
𠰘猪如𧍉咹啉沛𪿙,Miệng trơ như đỉa ăn lầm phải vôi
彩鵉冲帳𦋦𡎢,Thái Loan trong trướng ra ngồi
𠲶嘲柴𱑏新魁買𧗱,Miệng chào: Thày Cử tân khôi mới về
妾㐌󰝸論𠳒誓,Thiếp đà chẳng trọn lời thề
呂皮拖笈呂皮能巾,Lỡ bề sửa cặp lỡ bề nâng khăn
惜台𢚸𤟛康匕,Tiếc thay lòng thỏ khăng khăng
𦀼簾除待䏾𦝄闭迡,Nối rèm chờ đợi bóng trăng bấy chầy
庒應辰拱爫虧,Chẳng ưng thì cũng làm khuây
𦬑󰝡㗂呐爫𡆫庒堅,"Nỡ đem tiếng nói làm vầy, chẳng kiêng"
直浪埃𨔍奉仙,Trực rằng: Ai lạ Phụng Tiên
防筭󰝡𠺙彫船嘹𤽗,Phòng toan đem thói Điêu Thuyền trêu ngươi
𡏢𫯳𦰟𦹵群鮮,Mả chồng ngọn cỏ còn tươi
𢚸芇𢚸𦬑󰝡𠳒月花,Lòng nào lòng nỡ đem lời nguyệt hoa
𧘇䀡丕拱𠊚些,Ấy xem vậy cũng người ta
推𩑛禽獸芇𱺵恪之,So loài cầm thú nào là khác chi
雲仙英唉故知,Vân Tiên anh hỡi cố tri
𣷮鐄固別役尼朱些,Suối vàng có biết việc này cho ta
𢬣捞渃𬑉阻𦋦,Tay lau nước mắt trở ra
𧗱茄懺所尋戈京城,Về nhà sắm sửa tìm qua Kinh thành
武公虎𢢆冲𨉓,Võ công hổ thẹn trong mình
彩鵉共媒瓊荘,Thái Loan cùng mụ Quỳnh Trang
媄昆凍𲈾底䘮冲茄,Mẹ con đóng cửa để tang trong nhà
次尼細次月娥,Thứ này tới thứ Nguyệt Nga
河溪府意蹺吒斈行,Hà khê phủ ấy theo cha học hành
差𦋦𡎢郡東城治民,Sai ra ngồi quận Đông thành trị dân
𦋦詞隊泣𦊚方,Ra tờ đòi khắp bốn phương
𠳨𠽄户六源干於𠁀,Hỏi thăm họ Lục nguồn cơn ở đời
𠰺軍󰝡幅书𠶆,Dạy quân đem bức thư mời
矯公哙傳雲仙,Kiều công hỏi truyện Vân Tiên
六公𢖵細俸連哭嘆,Lục công nhớ tới bỗng liền khóc than
闭𥹰𦖑㗂吨𱓲,Bấy lâu nghe tiếng đồn vang
昆碎染病𡧲塘補屍,Con tôi nhuốm bệnh giữa đàng bỏ thây
別信自意旦𫢩,Biệt tin từ ấy đến nay
丿𦖑𠳒呐𣈗𱢝吏傷,Phút nghe lời nói ngày rày lại thương
矯公冲胣惨傷,Kiều công trong dạ thảm thương
阻𠓨呐傳󰠃娘月娥,Trở vào nói chuyện cùng nàng Nguyệt Nga
娥浪𢖵𣅶塘賖,Nga rằng: Nhỡ lúc đường xa
嗔𠸼户六󰝡𦋦役堂,Xin mời họ Lục đem ra dịch đường
矯浪𠲖𢜝㗂娘,Kiều rằng: E sợ tiếng nàng
六翁𠓨准役堂𡎢衝,Lục ông vào chốn dịnh đường ngồi xong
月娥𨅸預边房,Nguyệt Nga đứng dựa bên phòng
𢬣揞幅像哭𣳔如湄,Tay ôm bức tượng khóc ròng như mưa
公浪幅像𠊚𠸗,Công rằng: Bức tượng người xưa
月娥昆呵󰝡迻𠊚𥆾,Nguyệt Nga con há đem đưa người nhìn
矯公各役𢧚印,Kiều công các việc nên in
六公欺𧘇買信事情,Lục công khi ấy mới tin sự tình
公浪役𬞺宁宁,Công rằng việc cũ ninh ninh
𢖵涓𠄩𡦂恩情課𠸗,Nhớ quên hai chữ ân tình thuở xưa
泊鐄礼𨳒嗔迻,Bạc vàng lễ mọn xin đưa
𧵑尼爫𱻊𡊰𠸗恩払,Của này làm nghĩa đền xưa ơn chàng
六浪恩𧘇語喭,Lục rằng ơn ấy ngỡ ngàng
碎𱏧监𠹾泊鐄爫之,Tôi đâu giám chịu bạc vàng làm chi
𡂂𱺵昆𥘷𠅍𠫾,Ngỡ là con trẻ mất đi
咍𱏧𬋩格群𥱬像尼,Hay đâu quản cách còn ghi tượng này
𫢩它𧡊特昆低,Nay đà thấy được con đây
𬌓𢚸傷𢖵拱虧特耒,Tấm lòng thương nhớ cùng khuya được rồi
六翁辞謝𨆢蹎,Lục ông từ tạ lui chân
矯公差几迻回𧵑朱,Kiều công sai kẻ đưa hồi của cho
月娥染病𦣰孤,Nguyệt Nga nhuốm bệnh nằm co
冲𨉓𤾓䋦㐌卢吏愁,Trong mình trăm mối đã lo lại sầu
碎㐌除待闭𥹰,Tôi đà chờ được bấy lâu
㐌空朱﨤𣇜頭辰傕,Đã không cho gặp buổi đầu thì thôi
別饒渚待𱥯囬,Biết nhau chưa được mấy hồi
几群𠊚𠅍𡗶喂唉𡗶,Kẻ còn người mất trời ôi hỡi trời
課𠸗渚者𱥯𢈱,Thuở xưa chưa giả mấy lời
呵𠸦君子別𠁀芇派,Khá khen quân tử biết đời nào phai
傷爲𠊚等英才,Thương vì người đấng anh tài
芸文業武芇埃𤯭󰠃,"Nghề văn, nghệp võ nào ai sánh cùng"
傷爲畑𱏺固功,Thương vì đèn sách có công
𦊚方渚特桑蓬𱥺勾,Bốn phương chưa được tang bồng một câu
傷爲𠄩糝歳頭,Thương vì hai tám tuổi đầu
傷爲渚特顕荣,Thương vì chưa được hiển vinh
㵢㵢花󰲼󰉺残功名,Trôi trôi hoa dạt sớm tàn công danh
傷爲堆呂渚成,Thương vì đôi lứa chưa thành
㘧香鉢渃唉仃㝵𡢐,Trữ hương bát nước hãy dành ngày sau
𠄼更庒𠯪紇珠,Năm canh chẳng ngớt hạt châu
兑𥆾幅像𦛌𤴬如𬁻,Thoắt nhìn bức tượng ruột đau như dần
嘆浪渚特𱥯回,Than rằng chưa được mấy hồi
㝵𡢐別固﨤堆庒𱺵,Ngày sau biết có gặp đôi chăng là
矯公冲帳𨀈𦋦,Kiều công trong trướng bước ra
𦖑昆嘆咀㤕車𢚸鐄,"Nghe con than thở, xót xa lòng vàng"
勸昆辰渚多芒,Khuyên con thì chớ đa mang
錦皮群𠅍𱺵常𠸗𫢩,Gấm bì còn mất là thường xưa nay
恩情強想強苔,Ân tình càng tưởng càng đầy
庒戈𣛠造𨒻𡏦庄常,Chẳng qua máy tạo đổi xoay chẳng thường
娥浪空掣浽傷,Nga rằng: Khôn xiết nỗi thương
欺空𢭮挭𡧲塘芇咍,Khi không gẫy gánh giữa đường nào hay
𫢩㐌鵉鳳落排,Nay đà loan phụng lạc bầy
捻迎𫋻隻分尼㐌應,"Niêm nghiêng, gối chiếc phận này đã ưng"
別包饒浽風塵,Biết bao nhiêu nỗi phong trần
滝湘迻伴梂銀迻𠊚,"Sông Tương đưa bạn, cầu Ngân đưa người"
身昆群𨅸𡧲𡗶,Thân con còn đứng giữa trời
嗔蜍幅像論𠁀辰催,Xin thờ bức tượng trọn đời thì thôi
矯公𢚸叱庒盃,Kiều công lòng rất chẳng vui:
昆它守節群吹理芇,“Con đà thủ tiết còn xui lẽ nàỏ”
固𠊚聀奇嵬高,"Có người chức cả, ngôi cao"
𦖑吨昆𡛔矯公,Nghe đồn con gái Kiều công
買𨑮𦊚歳𥿗紅渚筭,Mới mười bốn tuổi chỉ hồng chưa toan
太師用礼物𨖅,Thái sư dùng lễ vật sang
𠼦𠋦容呐結塘通家,Mượn mụ dung nói kết đường thông gia
矯公坤押月娥,Kiều công khôn ép Nguyệt Nga
礼迻呂吏𧗱茄太師,Lễ đưa lỡ lại về nhà Thái sư
太師庒別𢌌推,Thái sư chẳng biết rộng suy
󰝡調怨恨吏𥱬𠓨𢚸,Đem điều oán giận lại ghi vào lòng
丿𱏧潘國交鋒,Phút đâu Phiên quốc giao phong
楚王𢚸𢜝𠳨㗍群臣,Sở vương lòng sợ hỏi han quần thần
牢朱安渃安民,Sao cho an nước an dân
朝中埃固法神奏戈,Triều trung ai có phép thần tâu qua
太師因役於茄,Thái sư nhân việc ở nhà
倍鐄跪𲃟奏戈每𠳒,Vội vàng quỳ gối tâu qua mọi lời
爲𠸗賊浽倍又,Vì xưa giặc nổi bời bời
共爲貪色於𠁀中華,Cũng vì tham sắc ở đời Trung Hoa
悶𫢩塊曳干戈,Muốn nay khỏi dậy can qua
迻昆𡛔卒交和辰衝,Đưa con gái tốt giao hòa thì xong
月娥𱺵𡛔矯公,Nguyệt Nga là gái Kiều công
買𨑮𦊚歳𦟐紅当𣛟,Mới mười bốn tuổi má hồng đương xanh
吏添𠄩𡦂才苓叱頑,Lại thêm hai chữ tài lành rất ngoan
冲朝固𠬠𨉓娘,Trong triều có một mình nàng
妸朱潘國乙安每塘,Gả cho Phiên quốc ắt an mọi đường
楚王𦖑𢢲𢚸鐄,Sở vương nghe đẹp lòng vàng
敕差户矯太卿,Sắc sai họ Kiều Thái Khanh
役冲茄渃㐌仃朱𤽗,Việc trong nhà nước đã dành cho ngươi
月娥娘𧘇𢧚𠊚,Nguyệt Nga nàng ấy nên người
矯公𠳐旨貢胡,Kiều công vâng chỉ cống Hồ
𢚸𦖑芇敢呐孤理芇,Lòng nghe nào dám nói co lẽ nào
月娥冲胣如炮,Nguyệt Nga trong dạ như bào
更迡庒𥄭仍韜式𢙇,Canh chày chẳng ngủ những thao thức hoài
失情情拱变拱,Thất tình tình cũng biến cùng
預幔咀𬑰咀𨱽𡎢𢗼,Dựa màn thở ngắn thở dài ngồi lo
